,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.treatment,player.martingale,player.consent,player.knowledge,player.cq1,player.cq2,player.cq4,player.cq5,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
934,275,7lpcr8ly,6107b17f84e8307063cb198a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:21.187719+00:00,1,,,216.0,275,,0.0,s3,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
935,276,dllfhe8q,632651a9f1a00140dc2b9487,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:32.003601+00:00,1,,,210.0,276,,0.0,s4,1.0,1.0,3.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
936,277,63g8qr1d,5f2dc46d6fa1250ee8a1a15d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:33.023780+00:00,1,,,210.0,277,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
937,278,3cib9mvi,62729485c0955ee802ac1692,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:36.546843+00:00,1,,,175.0,278,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
938,279,f4d3twco,57ff0e138f420f00011a5d0e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:52.024539+00:00,1,,,201.0,279,,0.0,s2,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
939,280,vz43s9da,628e24c80b3e2b2e0d7a5af1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:09.973659+00:00,1,,,184.0,280,,0.0,s2,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
940,281,svgqaee8,5d158f6419d2ed0001e2120c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:22.987917+00:00,1,,,215.0,281,,0.0,s3,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
941,282,2o3t9jh3,5eaa0cc0fb0fca17a3006d9c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:24.140988+00:00,1,,,241.0,282,,0.0,s4,1.0,1.0,9.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
942,283,2pnr6ur7,62f875cb0bd095fcf778dd3a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:29.118248+00:00,1,,,226.0,283,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
943,284,rwt0toh0,55d7e6f669dbc30012b6826e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:30.613506+00:00,1,,,230.0,284,,0.0,s1,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
944,285,jytj2obg,59e7477e3e4b5a00016aa4d2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:44.065718+00:00,1,,,211.0,285,,0.0,s2,0.0,1.0,9.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
945,286,njurk7ql,55b9a9b0fdf99b6906d2aba4,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:58.337290+00:00,1,,,132.0,286,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
946,287,bbaommrg,5d0fbedf101793000168ef7a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:59.349997+00:00,1,,,242.0,287,,0.0,s3,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
947,288,idnd9ms2,5a9998a14eecca0001dd791e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:59.483686+00:00,1,,,177.0,288,,0.0,s4,1.0,1.0,6.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
948,289,xa7cgrbx,61664d58d18ca2325a81008e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:03.123989+00:00,1,,,205.0,289,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
949,290,1t0auzsd,610761fce69907203f8b2488,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:03.201917+00:00,1,,,256.0,290,,0.0,s1,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
950,291,1q5aq4r1,5d7862a638292d001c062b79,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:17.012251+00:00,1,,,258.0,291,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
951,292,jpw60co9,5b915c9d22d85d000115c0f5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:28.904165+00:00,1,,,188.0,292,,0.0,s2,0.0,1.0,0.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
952,293,ubosqypd,5e767774d5274000082f5582,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:30.947057+00:00,1,,,202.0,293,,0.0,s3,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
953,294,rey5112o,61206e8d3e6a6ccdd064637c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:54.268493+00:00,1,,,165.0,294,,0.0,s4,1.0,1.0,4.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
954,295,fid1g02d,64012ee6e3f2e59aaa36f718,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:02.049318+00:00,1,,,143.0,295,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
955,296,mr0ekbq4,559c3ad8fdf99b32b55f2d32,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:16.131273+00:00,1,,,171.0,296,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
956,297,e80b5692,61115c76a6032b5860f19bc5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:37.898690+00:00,1,,,189.0,297,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
957,298,lpsg5uf8,5f2993920dddf60b87611e5c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:40.527561+00:00,1,,,227.0,298,,0.0,s2,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
958,299,jjrkt3qj,60f6ce6de6cf393bcde0c14d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:40.971750+00:00,1,,,175.0,299,,0.0,s3,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
959,300,azksu4qm,605a61833c69e6bf7a623dc3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:53.459117+00:00,1,,,167.0,300,,0.0,s4,1.0,1.0,8.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
960,301,bzrzf9px,60284b049e884437b220b172,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:56.293418+00:00,1,,,246.0,301,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
961,302,htd52aev,6139aed4f23d087290d96200,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:59.503595+00:00,1,,,171.0,302,,0.0,s1,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
962,303,zltx6x3a,60e4c09a4b30f16f5a1053e7,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:06.074914+00:00,1,,,209.0,303,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
964,305,dzm1kqpn,62f30de9370374008b3868b2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:08.178547+00:00,1,,,181.0,305,,0.0,s3,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
965,306,xdn1kyqc,5850d667b64b9e00017cb722,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:08.311961+00:00,1,,,161.0,306,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
966,307,97ckhs3m,5ea95ca4936cd3035f7e3e3a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:16.370229+00:00,1,,,185.0,307,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
967,308,j8ktsq27,5e0ff44218e8696f9f198d4a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:24.425722+00:00,1,,,182.0,308,,0.0,s1,0.0,1.0,9.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
968,309,hnbwwzf1,63bda53b525aeabb92ddd6ec,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:55.102057+00:00,1,,,190.0,309,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
969,310,69jeczla,60d9e7e76cf2ab6d21eb5f99,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:04.397256+00:00,1,,,205.0,310,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
970,311,65q8soh4,636558deffacf6b4af41ae6b,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:21.478385+00:00,1,,,212.0,311,,0.0,s3,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
971,312,8bm87toe,5dc59aea37023940a0860dea,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:24.762228+00:00,1,,,201.0,312,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
972,313,gblpzjia,62a785aaf80843c6625599ca,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:42.369906+00:00,1,,,225.0,313,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
973,314,4w8si5lz,60f39f67a5c2c9e50ce470ee,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:44.848319+00:00,1,,,221.0,314,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
975,316,lensqajj,616ca5967d36f0000bd47b78,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:00.442982+00:00,1,,,108.0,316,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
976,317,kw08vi4i,6287d1265b5e07549d3f39c2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:01.051941+00:00,1,,,203.0,317,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
977,318,9pmbbqod,60fcc00af3ec0d2d4b95c4be,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:01.272194+00:00,1,,,161.0,318,,0.0,s4,1.0,1.0,1.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
978,319,sma8bcki,5e0571b7e297d5fa932cf415,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:07.959522+00:00,1,,,211.0,319,,0.0,s1,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
979,320,u6h8ym5d,58064d91f25c440001678a10,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:08.056131+00:00,1,,,161.0,320,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
980,321,0pe8wve3,5bdcd88176d6d50001bc3849,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:16.344110+00:00,1,,,177.0,321,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
981,322,8veahl0t,60e45acbc927879ccc9637c4,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:23.704652+00:00,1,,,230.0,322,,0.0,s2,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
982,323,onhesb9i,633e327052bcc8b44d6e0d2c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:46.877771+00:00,1,,,266.0,323,,0.0,s3,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
983,324,o0ch7wco,61686f8376bd6ff59ea15479,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:57.775793+00:00,1,,,272.0,324,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
985,326,kaoovgtv,5eb4d812d25d2534cacd8c68,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:02.095735+00:00,1,,,231.0,326,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
986,327,yyd11cri,588e3172bc9f190001487eb8,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:02.424282+00:00,1,,,207.0,327,,0.0,s2,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
987,328,mhu3c665,63bb9d1d25b272b93b81523a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:03.178088+00:00,1,,,186.0,328,,0.0,s2,0.0,1.0,0.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
988,329,gqkwu7xu,6342e1dec81e1cd2dbf925c7,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:03.994562+00:00,1,,,188.0,329,,0.0,s3,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
989,330,30bpdg9o,5b9530390f85f600015705bf,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:06.944222+00:00,1,,,134.0,330,,0.0,s4,1.0,1.0,1.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
990,331,jfj3s4tx,5b7d518d1e35f0000173153c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:09.688433+00:00,1,,,159.0,331,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
991,332,dvi9htah,611622ddd8be1ac51298cb89,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:12.950746+00:00,1,,,184.0,332,,0.0,s1,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
993,334,jzin4wu4,5a9067894eecca0001dd1427,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:18.806450+00:00,1,,,154.0,334,,0.0,s2,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
994,335,s8q1c9kg,5f5aa60bef062519ff711fe6,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:21.992063+00:00,1,,,218.0,335,,0.0,s3,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
995,336,ivk8dt83,596bac33670f410001fe9c07,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:31.383974+00:00,1,,,252.0,336,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
996,337,53e9uro5,616c1cc2510fe9022f6577f8,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:51:54.216211+00:00,1,,,172.0,337,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
997,338,l3inlj3y,5dd446ab87c1fd43fbb49aa1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:06.791215+00:00,1,,,185.0,338,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
998,339,o3g86c4q,592481c14c4d6500016a1767,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:07.754017+00:00,1,,,176.0,339,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
1000,341,4ogbkl47,5f456942485340144549178e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:19.585857+00:00,1,,,242.0,341,,0.0,s3,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
1001,342,l95zx2qj,63e40d7b1a88578e3c993478,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:19.910228+00:00,1,,,245.0,342,,0.0,s4,1.0,1.0,3.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
1003,344,0c4c5dnf,5f3c23cbcee6b3a3c4faff76,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:38.646745+00:00,1,,,180.0,344,,0.0,s1,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
1004,345,ydd4cgy4,6102f78ac1791768db58ed54,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:48.235960+00:00,1,,,256.0,345,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
1006,347,6zgx99xn,60eb1a7c95641da67ae7d611,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:52:53.958323+00:00,1,,,184.0,347,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
