,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
36,78,iwam94ip,,0,24,23,post_experimental,FinalForProlific,2023-03-08 22:58:59.813779+00:00,1,,,165.0,78,,10.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,,Female,20.0,NG,undergraduate: 3d year,Other Management,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,Name: Ifeoluwapo Somoye  Student number: 1006736098    The experiment enables students to practice trading.,I was a bit confused but overall no.,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 155}",1,1,vmu7c279,,,,,0,10.25
37,79,41x3lsag,,0,24,23,post_experimental,FinalForProlific,2023-03-08 23:37:49.559005+00:00,1,,,287.0,79,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0,Female,20.0,CN,undergraduate: 3d year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Yes,Let us actually experience the trading process.,I often miss the best time to buy and sell.,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 275}",1,1,vmu7c279,,,,,0,16.75
38,80,cj9n1uj4,,0,24,23,post_experimental,FinalForProlific,2023-03-08 23:53:59.192581+00:00,1,,,137.0,80,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,3.0,Female,22.0,CN,undergraduate: 3d year,Finance,1.0,0.0,1.0,1.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,Learning how to invest in real life.,It is really hard to predict the trend of the stock. I always think the stock price fall when it increases. So it isn't easy to gain profit.,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 125}",1,1,vmu7c279,,,,,0,9.25
39,81,1f2rfly4,,0,24,23,post_experimental,FinalForProlific,2023-03-09 00:55:04.849604+00:00,1,,,162.0,81,,12.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,3.0,,,Female,22.0,CN,undergraduate: 3d year,Finance,1.0,0.0,1.0,1.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,Learn how to make an investment decision when facing a fluctuate stock price.,It is really hard for me to forecast the stock price trend. I always think the stock price will fall when the price increases. So I am difficult to gain a return.     Linting Zhang 1006095707,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 150}",1,1,vmu7c279,,,,,0,10.5
40,83,gy1a20qq,,0,24,23,post_experimental,FinalForProlific,2023-03-09 01:15:09.543204+00:00,1,,,152.0,83,,12.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,4.0,Female,20.0,IN,undergraduate: 3d year,Finance,1.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,To check students' financial literacy and give them an insight into how stocks and trading work.,Yes. The prediction of stock prices (obviously). Nothing else related to the formatting and logistics.,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 140}",1,1,vmu7c279,,,,,0,10.0
41,89,px6py4fl,,0,24,23,post_experimental,FinalForProlific,2023-03-09 03:26:10.080298+00:00,1,,,172.0,89,,12.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0,Female,23.0,CN,undergraduate: 3d year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,make people who are new to financial market to familiar with the market trading,"I don't know what to do at the beginning, after a round, I am familiar with the market trading and knowing how to see the trends of the stock","{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vmu7c279,,,,,0,11.0
42,90,leux5m59,,0,24,23,post_experimental,FinalForProlific,2023-03-09 03:37:14.910920+00:00,1,,,152.0,90,,12.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,,Male,22.0,CA,undergraduate: 3d year,Finance,1.0,1.0,1.0,1.0,Weekly,Weekly,Stocks,No,Familiar with market trading,Yes,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 140}",1,1,vmu7c279,,,,,0,10.0
43,91,5gtepg45,,0,24,23,post_experimental,FinalForProlific,2023-03-09 03:58:15.174831+00:00,1,,,251.0,91,,11.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Male,21.0,CA,undergraduate: 3d year,Finance,1.0,0.0,1.0,1.0,Daily,Less than once a month,Stocks,Yes,to get better understanding of trading,"yes, but not too much","{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 240}",1,1,vmu7c279,,,,,0,14.75
44,92,rishpgae,,0,24,23,post_experimental,FinalForProlific,2023-03-09 04:07:53.485279+00:00,1,,,262.0,92,,12.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,1.0,1.0,Male,22.0,CA,undergraduate: 3d year,Finance,1.0,1.0,1.0,1.0,Monthly,Weekly,Stocks,No,"This study is making students have experience on trading on market. Zhuoqun Yi, 1006229555","This is difficulty, because in real life I don't need to use all my money to buy or sell at once, I can make a call when the price falls. Zhuoqun Yi, 1006229555","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 250}",1,1,vmu7c279,,,,,0,15.5
45,94,vrwqe4da,,0,24,23,post_experimental,FinalForProlific,2023-03-09 04:54:59.811809+00:00,1,,,197.0,94,,12.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,20.0,CN,undergraduate: 3d year,Finance,1.0,1.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,Yes,Chueh Jiaying 1006986068 (Cathy),Chueh Jiaying 1006986068 (Cathy),"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vmu7c279,,,,,0,12.25
46,95,bgjp13q8,,0,24,23,post_experimental,FinalForProlific,2023-03-09 04:56:07.690074+00:00,1,,,206.0,95,,11.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0,Female,20.0,CA,undergraduate: 4th year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,"I think the purpose of this study is to understand how people make decisions about investment, how they look at risk and return, and how they react to different types of information.","I encountered a bit of a difficulty when choosing when to buy and sell, I wasn't sure when the price would go up or down which is the reality when it comes to stocks.","{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vmu7c279,,,,,0,12.5
47,96,g4ux0ytr,,0,24,23,post_experimental,FinalForProlific,2023-03-09 05:18:17.301409+00:00,1,,,137.0,96,,12.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Male,21.0,CA,undergraduate: 2nd year,Finance,1.0,1.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,"I believe the purpose of this study is to analyze the psychological biases that traders exhibit, even when they are told that asset price movements are random. There is a 50% chance of the stock going up or down, so past price movement should not have any impact on future prices. The program even provided notifications like ""the price went up 3 times"" even though this information is irrelevant to what will happen next. There may even be biases like the sunk cost fallacy at play, where an investor will hold their investment even as the price trends downward, which in this experiment would indicate that the asset is even less likely to return to the initial price.","When I picked equally likely or unlikely on the slider bar, it would not let me submit. I had to move the slider away from my choice and reselect to move on. Otherwise, I did not encounter any issues while doing the experiment.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 125}",1,1,vmu7c279,,,,,0,9.25
48,98,1c9lzru0,,0,24,23,post_experimental,FinalForProlific,2023-03-09 18:04:33.159720+00:00,1,,,92.0,98,,12.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0,Male,23.0,CA,undergraduate: 4th year,Finance,1.0,1.0,1.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,"Study of people's reactions toward price change. Since we are given no information about the market and stock, we are basically guessing the stock price base on the trend and momentum.",Not really.,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 80}",1,1,vmu7c279,,,,,0,7.0
49,99,qzgbjdzz,,0,24,23,post_experimental,FinalForProlific,2023-03-09 19:23:19.606737+00:00,1,,,241.0,99,,11.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,22.0,IN,undergraduate: 4th year,Other Management,1.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,I think the purpose of this study is to get real world experience and putting the theory we have learnt to test   Learning and trying to use the concept of buy low sell high using only one stock for understanding purposes and with unpredictable market behaviour     Name-Siddhanth Kamal Bakliwal  Student #- 1006539293,Not really One thing I did notice was thinking that it would be easier to control your emotions while doing this process but sometimes you hold the stock hoping it would go up because you are making a loss or aren't happy that you could have made $30 dollars on a trade but you didn't sell and now your profit is $20,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vmu7c279,,,,,0,14.25
50,100,lw8audd5,,0,24,23,post_experimental,FinalForProlific,2023-03-09 19:57:04.337276+00:00,1,,,157.0,100,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Male,23.0,CA,undergraduate: 4th year,Finance,1.0,1.0,1.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,Study of people's reactions toward price change and momentum.     Name: Aodong Tian  #: 1006299881,Not really.,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 145}",1,1,vmu7c279,,,,,0,10.25
51,102,v3ju8jv9,,0,24,23,post_experimental,FinalForProlific,2023-03-09 20:17:24.324998+00:00,1,,,192.0,102,,12.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,4.0,,,Male,22.0,CN,undergraduate: 4th year,Finance,1.0,1.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,Cultivate students' interest in investing,"yes, there is no reference to news and other factors, the growth and decline of stocks are completely irregular","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 180}",1,1,vmu7c279,,,,,0,12.0
52,103,i6yb4yej,,0,24,23,post_experimental,FinalForProlific,2023-03-09 21:46:14.205631+00:00,1,,,216.0,103,,11.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,3.0,Male,23.0,CN,undergraduate: 3d year,Finance,1.0,1.0,1.0,1.0,Weekly,Multiple times a day,Stocks,No,Behaviour Study?  Learning how different people react to stock price fluctuations differently.,Yuqing Sun 1004525775,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vmu7c279,,,,,0,13.0
53,106,wpwzt9j0,,0,24,23,post_experimental,FinalForProlific,2023-03-09 22:33:56.321287+00:00,1,,,237.0,106,,12.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Male,22.0,CA,undergraduate: 3d year,Finance,1.0,1.0,1.0,1.0,Weekly,Daily,Stocks,No,pengrui huang 1007017844  experience the real time trading decision making process,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 225}",1,1,vmu7c279,,,,,0,14.25
54,107,aqvtf4p9,,0,24,23,post_experimental,FinalForProlific,2023-03-09 22:40:48.210595+00:00,1,,,207.0,107,,12.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0,Male,21.0,CN,undergraduate: 3d year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,Know how stock works.,No,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vmu7c279,,,,,0,12.75
55,109,5kbeb2zm,,0,24,23,post_experimental,FinalForProlific,2023-03-09 23:05:37.473944+00:00,1,,,212.0,109,,12.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,1.0,Female,22.0,CN,undergraduate: 4th year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,"It helps me to have a certain understanding of investment transactions, so that I can be more sensitive to the amount or trend of transactions after the actual operation.","There is no way to judge the investment trend well. When it exceeds my expectation, I cannot control my emotions well.    Student Name: Kaifei Dai  Student number: 1006057507","{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vmu7c279,,,,,0,13.0
56,111,2f9gqu83,,0,24,23,post_experimental,FinalForProlific,2023-03-09 23:28:05.811091+00:00,1,,,256.0,111,,11.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,20.0,CA,undergraduate: 3d year,Finance,1.0,0.0,0.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,To experiment with trading and get insight into how long/short positions work.,"Determining when to wait it out and when to buy/sell in hopes to buy low, sell high","{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vmu7c279,,,,,0,15.0
57,113,vjy9du3z,,0,24,23,post_experimental,FinalForProlific,2023-03-10 00:53:09.054285+00:00,1,,,187.0,113,,12.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,5.0,Male,22.0,CA,undergraduate: 3d year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,"My name is Boyang Lin,one of the students in the second section of MGT330. My student number is 1006083863.  I think that playing an investment game is a way to practice investing without using real money. It's helpful for newbies like me to learn how to invest in the stock market and make smart decisions. Now I think if I want to invest, I can learn how to research companies, evaluate stocks, and analyze market trends.","Not at all, really easy to learn.","{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vmu7c279,,,,,0,11.75
58,114,b8u4u74w,,0,24,23,post_experimental,FinalForProlific,2023-03-10 02:08:18.690475+00:00,1,,,216.0,114,,11.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Male,21.0,CA,undergraduate: 4th year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,To test the impact that alerts of trends in price changes have on an individual's decision making,"No, I did not encounter any difficulties throughout the experiment","{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 205}",1,1,vmu7c279,,,,,0,13.0
59,115,bsjfe8ds,,0,24,23,post_experimental,FinalForProlific,2023-03-10 02:30:57.726077+00:00,1,,,152.0,115,,12.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,5.0,Female,21.0,CN,undergraduate: 3d year,Finance,1.0,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,tell student how to trade in different state,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 140}",1,1,vmu7c279,,,,,0,10.0
60,116,5wgi88t6,,0,24,23,post_experimental,FinalForProlific,2023-03-10 02:36:40.849802+00:00,1,,,186.0,116,,11.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,Only trade on Design #1,,4.0,3.0,Male,22.0,CA,undergraduate: 3d year,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,"I think that this study aims to understand how much people, especially students, know about trading.",No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vmu7c279,,,,,0,11.5
61,120,sxogauy0,,0,24,23,post_experimental,FinalForProlific,2023-03-10 03:50:33.276746+00:00,1,,,192.0,120,,12.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Female,19.0,CN,undergraduate: 3d year,Finance,1.0,0.0,0.0,1.0,Less than once a month,Less than once a month,Bonds,Do not know,learn the trading movement and better know how the buy and sell work.,"It's hard to really predict the right time to buy and sell, and the temptation to wait for the highest or lowest point leads to losses.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 180}",1,1,vmu7c279,,,,,0,12.0
62,7,8vfnqphr,,0,24,23,post_experimental,FinalForProlific,2023-03-10 12:24:16.473130+00:00,1,,,212.0,7,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,3.0,Male,23.0,CA,undergraduate: 3d year,Finance,1.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,"Jessie Bui, MGT330,1005544109  To see if retail traders perform better with many or fewer trades.    To see if retail traders can accurately predict the next movement of the stock.","No, it went smoothly.","{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,t7od4xlw,,,,,0,13.0
63,11,in3zb9k3,,0,24,23,post_experimental,FinalForProlific,2023-03-10 12:33:39.375517+00:00,1,,,92.0,11,,12.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,4.0,4.0,Female,21.0,CN,undergraduate: 4th year,Finance,1.0,0.0,1.0,1.0,Weekly,Daily,Stocks,Yes,jialan wang 1005970763,jialan wang 1005970763,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 80}",1,1,t7od4xlw,,,,,0,7.0
64,13,34e7d6u1,,0,24,23,post_experimental,FinalForProlific,2023-03-10 12:36:27.820889+00:00,1,,,197.0,13,,12.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0,Female,23.0,CN,undergraduate: 4th year,Finance,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,"The investment game can offer opportunities for individuals to participate in the growth and development of businesses and industries, as well as support important social and environmental causes through impact investing.","One of the challenges could be understanding the investment landscape, including the various types of investments available and the associated risks and benefits.","{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 185}",1,1,t7od4xlw,,,,,0,12.25
65,18,0ysr1j7s,,0,24,23,post_experimental,FinalForProlific,2023-03-10 13:03:26.027817+00:00,1,,,193.0,18,,8.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",1.0,,,Male,19.0,CN,undergraduate: 2nd year,Finance,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,I think just let students knows how trading works and market changes.,"It's bit hard for trading beginner to understand all the rules and stuff, but it's very fun.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 185}",1,1,t7od4xlw,,,,,0,11.25
66,22,r6br4dt3,,0,24,23,post_experimental,FinalForProlific,2023-03-10 13:09:26.058678+00:00,1,,,147.0,22,,12.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Male,26.0,CA,undergraduate: 3d year,Finance,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,I believe the purpose of this study is to gauge the level of trading skills students have and to see if there is any correlation with a students understanding of finance.,"I encountered no difficulties in this experiment, everything was explained thoroughly in the instructions.","{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 135}",1,1,t7od4xlw,,,,,0,9.75
67,23,op23dxig,,0,24,23,post_experimental,FinalForProlific,2023-03-10 13:18:34.058193+00:00,1,,,182.0,23,,12.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 2,Design 1,"Have an option between Design #1 and Design #2,",2.0,2.0,3.0,Female,23.0,CN,undergraduate: 4th year,Finance,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,"Name: JINGYI XU  Student#: 1006416273    Investing can provide a means of growing wealth that goes beyond simply saving money. Over time, the compounding effect of investment returns can help me build a substantial portfolio of assets that can provide financial security and stability in the long term.","One of the challenges could be understanding the investment landscape, including the various types of investments available and the associated risks and benefits.","{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 170}",1,1,t7od4xlw,,,,,0,11.5
68,25,0nyvn1ih,,0,24,23,post_experimental,FinalForProlific,2023-03-10 13:24:36.124085+00:00,1,,,207.0,25,,12.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,2.0,2.0,Male,23.0,CN,undergraduate: 4th year,Finance,1.0,1.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,Study the effect of trading software on users' trading frequency.,"When the stock reaches the highest level, people always want to continue to hold positions. Human nature always believes that the stock will continue to rise, but when the rational analysis reaches a certain level, the stock price will hardly continue to increase. Therefore, it is an irrational decision not to cash out at the moment to obtain the maximum benefit.","{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 195}",1,1,t7od4xlw,,,,,0,12.75
69,29,s1qm3487,,0,24,23,post_experimental,FinalForProlific,2023-03-10 13:58:37.518528+00:00,1,,,196.0,29,,11.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,Only trade on Design #1,5.0,5.0,5.0,Male,19.0,CA,undergraduate: 2nd year,Finance,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,Mgt330  FangZihao   1008205194,Mgt330  FangZihao   1008205194,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 185}",1,1,t7od4xlw,,,,,0,12.0
70,35,vha118yy,,0,24,23,post_experimental,FinalForProlific,2023-03-10 14:17:11.025135+00:00,1,,,182.0,35,,12.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,2.0,3.0,Male,23.0,CA,undergraduate: 4th year,Finance,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,learn how to trade,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 170}",1,1,t7od4xlw,,,,,0,11.5
