,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
179,217,docc0g7o,60e269b58d238fbba93aed38,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:13.817884+00:00,1,,,210.0,217,,5.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,2.0,Male,19.0,US,undergraduate: 2nd year,Other Management,0.0,0.0,0.0,0.0,Less than once a month,Weekly,Bonds,No,attention and logic,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,11.5
180,218,zv3e3yn9,63d40e1748df54e627f3022b,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:16.841725+00:00,1,,,200.0,218,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,Only trade on Design #1,,3.0,5.0,Male,43.0,MX,undergraduate: 4th year,Finance,1.0,1.0,1.0,1.0,Less than once a month,Monthly,Stocks,Yes,na,na,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.0
181,219,at5wiksf,5f99ba5121189e05a9490a72,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:26.056165+00:00,1,,,145.0,219,,10.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,44.0,US,undergraduate: 2nd year,Other,0.0,1.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,"I don't know, but it was pretty frustrating, and now I feel like I don't know what I'm doing. :(",No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 135}",1,1,vvlpwazd,,,,,0,9.25
182,220,q0tpevrm,63d15f735cecfd9bb3c118e1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:45.353016+00:00,1,,,194.0,220,,4.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,24.0,US,high-school graduate,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,"To see peoples trading habits, and get an idea how familiar they are with the space.","I did the study fine, just somethings took awhile to load.","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,10.5
183,221,igv8tzgg,641a457e2f7e0b4578c923c2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:00.453191+00:00,1,,,203.0,221,,8.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0,Female,27.0,US,undergraduate: 4th year,Other Management,1.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,How people trade stocks,Slow loading times,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,11.75
184,222,eanpqujl,5589a309fdf99b7ae5007c33,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:03.809900+00:00,1,,,180.0,222,,10.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,,Other,45.0,US,undergraduate: 3d year,Other,0.0,1.0,1.0,0.0,Less than once a month,Less than once a month,Bonds,No,I don't know.,"Yes, sometimes the page didn't move to the next one immediately. Sometimes I had to click the ""Next"" button more than once.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,11.0
185,223,2smz8tqf,5e6734d8c93b304c33653171,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:10.533716+00:00,1,,,240.0,223,,10.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0,Male,39.0,US,master,Other Management,1.0,1.0,1.0,1.0,Less than once a month,Monthly,Bonds,No,To see the activities of trading,slow loading between rounds,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.0
186,224,9nvkw16z,5d4c899338e4c5001771e16f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:12.738292+00:00,1,,,240.0,224,,10.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,2.0,Female,53.0,CA,undergraduate: 2nd year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,To see how the different interfaces influence trading behaviour,It was sometimes slow to load between rounds/screens so I thought it was frozen,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.0
187,226,e8zmi4dp,59c843b646f72100019067ce,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:34.197111+00:00,1,,,179.0,226,,9.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,51.0,US,high-school graduate,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,I don't know.,The pages were really slow to change.,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,10.75
188,227,yls08jh6,6413599c09e145dd93c7aeac,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:37.819567+00:00,1,,,231.0,227,,11.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,3.0,Female,30.0,US,master,Other Management,1.0,1.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,"To evaluate different trading platform options, like gamification?",Sometimes the site would take a really long time to load.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0,13.75
189,228,yuvqeqzz,629e5d789a6c92c8fbf8df95,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:43.530180+00:00,1,,,165.0,228,,5.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Male,25.0,US,master,Finance,1.0,0.0,1.0,0.0,Weekly,Weekly,Bonds,Yes,Trading abilities and skills,no,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,9.25
190,229,sl35abcq,633c2576bb250e8f0da2be0a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:48.598878+00:00,1,,,201.0,229,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Male,38.0,US,master,Other Management,1.0,0.0,1.0,0.0,Monthly,Weekly,Stocks,No,Gamification of stocks,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.25
191,230,619i7s6k,5eb070eb793af1113c01e244,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:49.591119+00:00,1,,,130.0,230,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Male,45.0,US,undergraduate: 4th year,Economics,1.0,0.0,1.0,0.0,Weekly,Weekly,Stocks,No,to see how investors react to stock price fluctuations. do they buy low and sell high or vice versa,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 120}",1,1,vvlpwazd,,,,,0,8.5
192,231,cxg1kriq,63978402e524eebeace93868,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:50.033396+00:00,1,,,240.0,231,,10.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,58.0,US,high-school graduate,Other,0.0,0.0,1.0,0.0,Weekly,Daily,Stocks,No,To check a trading platform attribute.,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.0
193,232,g49718ku,61105071fe05cd89830dcc43,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:52.081163+00:00,1,,,181.0,232,,11.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Other,22.0,CA,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,to see which trading platform helps people make better trading decisions,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,11.25
194,233,rq982ont,616604bed27acb2f4e2841a9,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:56.332759+00:00,1,,,210.0,233,,5.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0,Male,24.0,US,undergraduate: 1st year,Other,1.0,0.0,1.0,1.0,Weekly,Weekly,Cryptocurrencies,No,How a person can decide to buy or sell stock in a high paced environment.,No.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,11.5
195,236,nniwfrwq,63f52af01929360880074598,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:10.800714+00:00,1,,,181.0,236,,11.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Female,53.0,US,undergraduate: 4th year,Other,0.0,1.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,to convince me not to try to time the market,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,11.25
196,237,uape7n26,5bf53836ec7b5f000159f4b3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:12.581624+00:00,1,,,204.0,237,,9.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,,,Female,40.0,US,undergraduate: 1st year,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,Not sure,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.0
197,238,3asr1qbw,60aa6d8db045e2b649a4a08c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:13.029445+00:00,1,,,178.0,238,,8.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,21.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,Seeing what interface made people more money,Nope,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,10.5
198,239,eofc6f3p,55a55bd7fdf99b790558627c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:16.487977+00:00,1,,,253.0,239,,8.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,3.0,1.0,Female,44.0,US,master,Other,0.0,1.0,0.0,0.0,Less than once a month,Weekly,Stocks,No,how the interface affected trading choices,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vvlpwazd,,,,,0,14.25
199,241,0aqvrav8,5d79156e0c89aa0001026dc8,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:36.779273+00:00,1,,,210.0,241,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Male,61.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,Stock market financial experiment,none,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
200,242,6qbm3skf,58cbd0a55d42920001414dd3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:53.078829+00:00,1,,,210.0,242,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0,Male,34.0,US,undergraduate: 1st year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,I think it was to see if using achievements encouraged people to trade more than a traditional interface.,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
201,243,zo4qx2nu,562e4469733ea00005163785,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:53.274199+00:00,1,,,222.0,243,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,48.0,US,undergraduate: 4th year,Other,1.0,1.0,1.0,1.0,Multiple times a day,Multiple times a day,Stocks,Yes,no idea,diagram 2 did not display in the  first choice of 1 or 2,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 210}",1,1,vvlpwazd,,,,,0,13.5
202,244,wkqooepx,5dd3eaabfef7c23d3f95d252,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:05.321005+00:00,1,,,212.0,244,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,50.0,US,undergraduate: 4th year,Other,0.0,1.0,1.0,0.0,Multiple times a day,Multiple times a day,"Derivatives (Options, Futures)",No,To determine how people respond to trade opportunities on a moving market.,No.,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,13.0
203,246,n7o95gyd,642ead184d7533ccfd57d888,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:17.480907+00:00,1,,,110.0,246,,10.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,64.0,US,PhD,Other Management,1.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,Yes,How retail investors trade on digital platforms.,No please,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 100}",1,1,vvlpwazd,,,,,0,7.5
204,247,sz92gqom,60402fec7ef10821fb6ac967,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:22.883610+00:00,1,,,211.0,247,,6.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,3.0,Female,34.0,US,master,Other,0.0,1.0,0.0,1.0,Less than once a month,Monthly,Cryptocurrencies,No,not sure,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,11.75
205,248,h9zv3wuc,6234b2b5e6b80ea7060d458a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:24.316220+00:00,1,,,167.0,248,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Male,66.0,US,undergraduate: 4th year,Other,0.0,1.0,1.0,1.0,Daily,Multiple times a day,Stocks,Yes,To see if people overtrade. More specifically do they buy high and sell low or vice versa.,YES! The experiment froze for extended times at the start of round 3 and round 4. I probably wasted about 5 minutes or more. I even refreshed the page a few times. Iy happened at the loading time and then when the first question popped up about it starting up or down that froze. I clicked submit several times and nothing happened. I refreshed and tried again and after submitting several times the trading finally started.,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,10.75
206,249,5kpxchrr,628f572a2d1304a34b9e1a37,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:27.182468+00:00,1,,,181.0,249,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Male,74.0,US,master,Other,0.0,0.0,1.0,0.0,Less than once a month,Monthly,Bonds,No,To determine stock risk taking.,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,11.25
207,250,78txyag0,5737620867421f000d181393,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:42.025606+00:00,1,,,216.0,250,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,2.0,,,Female,44.0,US,undergraduate: 4th year,Other Management,0.0,0.0,1.0,1.0,Weekly,Weekly,Stocks,No,I have no idea,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,13.0
208,251,9286d5oo,5df0932af9a01d0dabd9313d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:42.966169+00:00,1,,,148.0,251,,8.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,2.0,3.0,Male,27.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,To determine whether those with limited stock market knowledge will invest correctly and make a profit compared to others with knowledge of the stock market.,"There were some long loading times between steps of the experiment, but everything functioned as intended.","{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 140}",1,1,vvlpwazd,,,,,0,9.0
209,252,1dqxq2w8,614e049f538645ead4ff4d49,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:41:01.183128+00:00,1,,,235.0,252,,10.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,43.0,US,master,Other Management,0.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,not sure,the screens did not always show me my profit while trading,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 225}",1,1,vvlpwazd,,,,,0,13.75
210,253,opt9bsti,60528f0a86ecd7828ccd7492,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:41:26.494627+00:00,1,,,185.0,253,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0,Male,27.0,US,master,Finance,1.0,1.0,1.0,1.0,Multiple times a day,Multiple times a day,"Derivatives (Options, Futures)",Yes,To understand trading decisions,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,11.25
211,254,mzzm1nsj,5e1efdb3a8c111230db526ff,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:41:27.248144+00:00,1,,,183.0,254,,8.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,3.0,Male,56.0,US,high-school graduate,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,study about knowledge of trading stock on daily basis,none,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,10.75
212,255,vfl8bhqg,63de5e4eddb36904dec1d846,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:16.712140+00:00,1,,,189.0,255,,9.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,24.0,US,undergraduate: 4th year,Other Management,1.0,0.0,1.0,0.0,Less than once a month,Weekly,Bonds,No,To know about a new trading styles and also work on a new trading design.,"Nope, it went very well and smoothly.","{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,11.25
213,257,gkrqft9g,5dcb685070d51c8275d7bd54,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:23.677999+00:00,1,,,210.0,257,,10.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,4.0,2.0,3.0,Male,26.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,A simplified stock trading game experience.,"Nope, thanks!","{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
214,258,r6kg3u61,60fdf439667428ddf589f80f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:24.787690+00:00,1,,,132.0,258,,12.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Male,26.0,US,undergraduate: 4th year,Other,0.0,1.0,1.0,1.0,Monthly,Weekly,Stocks,Do not know,I think the purpose of this study is to gauge how a typical person buys and sells stocks based on what limited knowledge of the experimental market they have.,"At some points throughout the study, the rounds took progressively longer to load.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 120}",1,1,vvlpwazd,,,,,0,9.0
215,259,mlcnp33l,5bda12b600c1c4000155cb87,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:30.162928+00:00,1,,,252.0,259,,12.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Female,34.0,US,high-school graduate,Finance,1.0,1.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,I am not sure.,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 240}",1,1,vvlpwazd,,,,,0,15.0
216,260,6h7k3xa1,5ec44da606cb7931f04a35e9,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:36.265052+00:00,1,,,257.0,260,,12.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,3.0,Male,57.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,"Assessing my understanding of risk and financial investing, seeing how much pretty badges and colors change my behavior.",No problems.,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vvlpwazd,,,,,0,15.25
217,261,hmpejwti,5eb313d87a289b0f847a7752,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:38.406483+00:00,1,,,227.0,261,,12.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Female,60.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,How the different alerts may influence our trading??,It was slow to load at times.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0,13.75
218,262,966gue3r,5bde6c564842880001308324,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:43.291581+00:00,1,,,191.0,262,,6.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Female,54.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,I don't know.  So hard to guess.,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,10.75
219,263,sdncn2e2,60838e2e91a6300001f9ac89,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:52.428258+00:00,1,,,166.0,263,,11.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,2.0,1.0,Female,41.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,evaluating an app design for trading,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,10.5
220,264,txcwkpgm,5d4fc7b44ec90b0017218453,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:00.132215+00:00,1,,,210.0,264,,5.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Female,39.0,US,high-school graduate,Other,0.0,1.0,1.0,1.0,Less than once a month,Monthly,Stocks,Do not know,Maybe to test out a new trading platform. Seeing if people prefer a certain design or feature over another.,"Not really. It took awhile to load between one of the rounds, but that was probably just my wifi.","{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,11.5
221,265,7mbg2n0k,5b133bba30d562000155dc2e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:09.115204+00:00,1,,,232.0,265,,12.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0,Female,44.0,US,master,Other,0.0,0.0,1.0,0.0,Less than once a month,Daily,Stocks,No,You wanted to see how people would do in a virtual stock trading scenario,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0,14.0
