participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
273,ti8h9ar0,5c0ef15265217a00014ef2bd,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:14.113928+00:00,1,,,176.00,273,,11.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,Only trade on Design #1,4,,,Male,27,US,undergraduate: 2nd year,Other,0,0,1,0,Less than once a month,Less than once a month,Stocks,No,The purpose is possibly to evaluate individuals' financial knowledge and how that corresponds to their ability to trade stocks and evaluate potential future financial returns.,No difficulties.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 165}",1,1,vvlpwazd,,,,,0
274,wkpos09w,56780a5a89319e0011644cb4,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:19.732082+00:00,1,,,200.00,274,,5.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5,,,Female,47,US,undergraduate: 1st year,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,Do not know,how we trade,it was slow to load,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0
275,7lpcr8ly,6107b17f84e8307063cb198a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:21.187719+00:00,1,,,216.00,275,,6.00,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4,2,2,Female,33,US,undergraduate: 2nd year,Other,1,0,1,1,Monthly,Weekly,Stocks,No,not sure,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 210}",1,1,vvlpwazd,,,,,0
276,dllfhe8q,632651a9f1a00140dc2b9487,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:32.003601+00:00,1,,,210.00,276,,10.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,4,,,Female,78,US,undergraduate: 3d year,Other,0,1,1,0,Less than once a month,Weekly,Stocks,No,I don't know,"after pressing the next button, pages were a bit slow to change","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0
277,63g8qr1d,5f2dc46d6fa1250ee8a1a15d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:33.023780+00:00,1,,,210.00,277,,10.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3,3,Female,36,US,undergraduate: 4th year,Other,1,1,1,1,Less than once a month,Less than once a month,Stocks,No,no idea,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0
278,3cib9mvi,62729485c0955ee802ac1692,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:36.546843+00:00,1,,,175.00,278,,10.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3,3,Female,44,US,undergraduate: 4th year,Other,0,0,1,1,Less than once a month,Monthly,Stocks,Do not know,To determine stock knowledge,No,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 165}",1,1,vvlpwazd,,,,,0
279,f4d3twco,57ff0e138f420f00011a5d0e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:52.024539+00:00,1,,,201.00,279,,11.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1,,,Female,25,US,undergraduate: 4th year,Other,0,0,1,1,Less than once a month,Less than once a month,Cryptocurrencies,No,Idk,No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0
280,vz43s9da,628e24c80b3e2b2e0d7a5af1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:09.973659+00:00,1,,,184.00,280,,9.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2,,,Male,36,US,high-school graduate,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,No,To understand how people make choices between two different designs.,"The experiment ran a little slow all throughout, not just for the trading rounds.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0
281,svgqaee8,5d158f6419d2ed0001e2120c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:22.987917+00:00,1,,,215.00,281,,10.00,block 3 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4,2,1,Other,19,US,high-school graduate,Other,0,1,1,1,Monthly,Daily,Stocks,No,testing what leads to better financial decisions,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0
282,2o3t9jh3,5eaa0cc0fb0fca17a3006d9c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:24.140988+00:00,1,,,241.00,282,,11.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3,,,Male,64,US,master,Other,0,0,1,0,Less than once a month,Monthly,Stocks,No,No idea,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0
283,2pnr6ur7,62f875cb0bd095fcf778dd3a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:29.118248+00:00,1,,,226.00,283,,11.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4,4,Male,57,US,undergraduate: 4th year,Other,0,0,1,0,Less than once a month,Less than once a month,Stocks,No,To test peoples' skills at trading on the financial markets.,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0
284,rwt0toh0,55d7e6f669dbc30012b6826e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:30.613506+00:00,1,,,230.00,284,,10.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2,2,Female,66,US,undergraduate: 2nd year,Other,0,0,1,0,Less than once a month,Weekly,Stocks,Do not know,unknown,none,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0
285,jytj2obg,59e7477e3e4b5a00016aa4d2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:44.065718+00:00,1,,,211.00,285,,11.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1,,,Male,58,US,high-school graduate,Other,0,0,1,0,Monthly,Daily,Stocks,No,The purpose is to gauge risk tolerance,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0
286,njurk7ql,55b9a9b0fdf99b6906d2aba4,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:58.337290+00:00,1,,,132.00,286,,12.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1,,,Male,67,US,undergraduate: 3d year,Other,1,0,1,0,Weekly,Daily,Stocks,No,To study trading patterns.,Significant lagging.,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 120}",1,1,vvlpwazd,,,,,0
287,bbaommrg,5d0fbedf101793000168ef7a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:59.349997+00:00,1,,,242.00,287,,12.00,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,3,1,1,Male,21,US,undergraduate: 3d year,Economics,1,0,1,1,Monthly,Weekly,Stocks,No,Determine which design appeals to which kind of trader.,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0
288,idnd9ms2,5a9998a14eecca0001dd791e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:59.483686+00:00,1,,,177.00,288,,7.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,5,,,Female,31,US,undergraduate: 4th year,Other,0,0,1,1,Less than once a month,Less than once a month,Stocks,No,i am not sure,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0
289,xa7cgrbx,61664d58d18ca2325a81008e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:03.123989+00:00,1,,,205.00,289,,10.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2,1,Female,28,US,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Bonds,No,Gain understanding on perceptions of stock trading,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0
290,1t0auzsd,610761fce69907203f8b2488,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:03.201917+00:00,1,,,256.00,290,,11.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5,4,Female,23,US,undergraduate: 4th year,Other Management,1,0,1,0,Monthly,Monthly,Stocks,No,To see how aggressive people are when trading,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vvlpwazd,,,,,0
291,1q5aq4r1,5d7862a638292d001c062b79,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:17.012251+00:00,1,,,258.00,291,,8.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5,,,Female,36,US,high-school graduate,Finance,0,1,1,1,Less than once a month,Less than once a month,Stocks,No,I think the purpose of this study is to see how people make decisions when buying and selling stocks.,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 250}",1,1,vvlpwazd,,,,,0
292,jpw60co9,5b915c9d22d85d000115c0f5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:28.904165+00:00,1,,,188.00,292,,3.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5,,,Female,37,US,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Cryptocurrencies,No,I'm not sure,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0
293,ubosqypd,5e767774d5274000082f5582,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:30.947057+00:00,1,,,202.00,293,,7.00,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3,4,1,Male,27,US,high-school graduate,Other,0,0,0,0,Less than once a month,Less than once a month,Bonds,No,To get feedback on a trading platform,"no, it required me to answer the question about which asset class I trade. I answered bonds but would've put ""None"" if that were an option because I don't trade.","{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0
294,rey5112o,61206e8d3e6a6ccdd064637c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:54.268493+00:00,1,,,165.00,294,,5.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4,,,Male,61,US,high-school graduate,Other,0,0,1,0,Monthly,Weekly,Cryptocurrencies,Do not know,To see if we liked the additional feature of your app.,"No, but I do believe that you input my number to sell, as the low end of your random number generator, and added or subtracted 10 from the higher number, depending upon if the new lower number was higher or lower than the previous one, so we would always lose, but in a believable way.","{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0
295,fid1g02d,64012ee6e3f2e59aaa36f718,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:02.049318+00:00,1,,,143.00,295,,3.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3,3,Female,25,US,undergraduate: 2nd year,Other,1,0,1,1,Less than once a month,Daily,Stocks,No,learn about sticks,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 140}",1,1,vvlpwazd,,,,,0
296,mr0ekbq4,559c3ad8fdf99b32b55f2d32,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:16.131273+00:00,1,,,171.00,296,,11.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3,3,Female,46,US,undergraduate: 4th year,Other,1,0,1,1,Less than once a month,Monthly,Stocks,Do not know,unsure,no,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0
297,e80b5692,61115c76a6032b5860f19bc5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:37.898690+00:00,1,,,189.00,297,,4.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,2,,,Female,29,US,undergraduate: 1st year,Other,1,0,1,1,Less than once a month,Less than once a month,Stocks,No,Testing people's knowledge of stocks.,No.,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0
298,lpsg5uf8,5f2993920dddf60b87611e5c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:40.527561+00:00,1,,,227.00,298,,7.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4,,,Female,27,US,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,Do not know,Observing how real life trading knowledge influences simulated trading behavior.,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0
299,jjrkt3qj,60f6ce6de6cf393bcde0c14d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:40.971750+00:00,1,,,175.00,299,,5.00,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5,1,3,Female,58,US,undergraduate: 2nd year,Other,0,0,0,0,Less than once a month,Less than once a month,Bonds,No,To see if I'm good at the stock market,It was laggy.,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0
300,azksu4qm,605a61833c69e6bf7a623dc3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:53.459117+00:00,1,,,167.00,300,,12.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,1,,,Male,25,US,undergraduate: 4th year,Economics,1,1,1,1,Weekly,Daily,Stocks,Yes,To test an algorithm to use against people who are trading stocks to see if it can beat them,no difficulties encountered,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0
301,bzrzf9px,60284b049e884437b220b172,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:56.293418+00:00,1,,,246.00,301,,11.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1,3,Female,44,US,undergraduate: 2nd year,Other,0,1,1,1,Weekly,Daily,Stocks,No,Judgement used while trading in the stock market.,No problems. Thank you!,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 235}",1,1,vvlpwazd,,,,,0
302,htd52aev,6139aed4f23d087290d96200,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:59.503595+00:00,1,,,171.00,302,,1.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3,3,Female,28,US,high-school graduate,Other,0,0,0,0,Less than once a month,Less than once a month,Cryptocurrencies,No,see how people trade,i disconnected for a second. Everything worked out though. Good luck on your research! have a happy Spring time,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0
303,zltx6x3a,60e4c09a4b30f16f5a1053e7,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:06.074914+00:00,1,,,209.00,303,,9.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,4,,,Female,66,US,undergraduate: 4th year,Other,0,0,1,0,Less than once a month,Less than once a month,Stocks,Do not know,How and when people buy and sell stocks.,I did not.,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0
304,s80r865g,5a4a7bed1950a80001e7d3d5,0,8,23,trader_wrapper,Trader,2023-04-11 18:48:07.673551+00:00,1,,,0.00,304,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
305,dzm1kqpn,62f30de9370374008b3868b2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:08.178547+00:00,1,,,181.00,305,,11.00,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4,1,1,Male,51,US,master,Other Management,0,0,1,1,Less than once a month,Monthly,Stocks,No,Perceptions on stock trading platforms,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0
306,xdn1kyqc,5850d667b64b9e00017cb722,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:08.311961+00:00,1,,,161.00,306,,11.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4,,,Male,61,US,high-school graduate,Other,0,1,1,1,Weekly,Weekly,Cryptocurrencies,No,How investors trade on digital platforms.,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 150}",1,1,vvlpwazd,,,,,0
307,97ckhs3m,5ea95ca4936cd3035f7e3e3a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:16.370229+00:00,1,,,185.00,307,,10.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3,3,Female,38,US,master,Other,1,0,1,0,Less than once a month,Less than once a month,Stocks,No,i don't know,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0
308,j8ktsq27,5e0ff44218e8696f9f198d4a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:24.425722+00:00,1,,,182.00,308,,12.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1,1,Female,57,US,undergraduate: 4th year,Other,1,1,1,0,Less than once a month,Daily,Stocks,No,To see how a person's common sense might be impacted by dumb things like achievement badges and virtual confetti?,No.,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0
309,hnbwwzf1,63bda53b525aeabb92ddd6ec,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:48:55.102057+00:00,1,,,190.00,309,,10.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5,,,Female,41,US,undergraduate: 2nd year,Other,0,0,1,1,Less than once a month,Weekly,Stocks,No,market prediction,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0
310,69jeczla,60d9e7e76cf2ab6d21eb5f99,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:04.397256+00:00,1,,,205.00,310,,10.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2,,,Female,60,US,undergraduate: 4th year,Finance,1,1,1,0,Less than once a month,Less than once a month,Stocks,Do not know,The level of patience an investor has before buying and selling stock,no,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0
311,65q8soh4,636558deffacf6b4af41ae6b,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:21.478385+00:00,1,,,212.00,311,,12.00,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,4,1,1,Male,26,US,undergraduate: 4th year,Other Management,1,0,1,1,Multiple times a day,Multiple times a day,"Derivatives (Options, Futures)",Yes,Understand how different features in a trading software influence performance and decisions.,No,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0
312,8bm87toe,5dc59aea37023940a0860dea,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:24.762228+00:00,1,,,201.00,312,,11.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2,,,Male,54,US,undergraduate: 4th year,Other,1,0,1,0,Less than once a month,Less than once a month,Stocks,No,Assess how investors react to different notification methods,"No, but I didn't understand the 4th question in the comprehension test, even after reading the instructions again. In the instructions, it said we'd be notified when the stock goes up or down 3 times in a row, and I was unsure if that's what that question was referring to.","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0
313,gblpzjia,62a785aaf80843c6625599ca,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:42.369906+00:00,1,,,225.00,313,,10.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3,2,Male,40,US,undergraduate: 4th year,Other,1,1,1,0,Monthly,Weekly,Stocks,No,To see how different layouts of trading platforms influence our habits,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0
314,4w8si5lz,60f39f67a5c2c9e50ce470ee,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:49:44.848319+00:00,1,,,221.00,314,,6.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5,5,Female,36,US,undergraduate: 4th year,Other Management,0,0,1,1,Weekly,Multiple times a day,Stocks,No,To learn how people act during stock exchange,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0
315,t8gyovv5,548491acfdf99b0379939cc0,0,2,23,pretrade,Instructions,2023-04-11 18:49:46.717791+00:00,1,,,0.00,315,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
316,lensqajj,616ca5967d36f0000bd47b78,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:00.442982+00:00,1,,,108.00,316,,8.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4,,,Female,35,VN,undergraduate: 4th year,Other Management,0,0,1,1,Weekly,Daily,Cryptocurrencies,No,Not sure,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 100}",1,1,vvlpwazd,,,,,0
317,kw08vi4i,6287d1265b5e07549d3f39c2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:01.051941+00:00,1,,,203.00,317,,8.00,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,5,1,1,Male,18,US,undergraduate: 1st year,Other,0,1,1,1,Less than once a month,Weekly,Stocks,No,Gauge responses to different types of trading platform UI,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0
318,9pmbbqod,60fcc00af3ec0d2d4b95c4be,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:01.272194+00:00,1,,,161.00,318,,11.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5,,,Female,27,US,undergraduate: 4th year,Other,0,1,0,0,Less than once a month,Less than once a month,Bonds,Do not know,I believe the purpose of this study was to determine whether Design 1 or Design 2 (went up/down three times) helps traders increase their profits more.,"No, I did not.","{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 150}",1,1,vvlpwazd,,,,,0
319,sma8bcki,5e0571b7e297d5fa932cf415,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:07.959522+00:00,1,,,211.00,319,,11.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 1,Only trade on Design #1,,3,2,Female,59,US,master,Other,0,1,0,0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,I'm not sure.,No difficulty.,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0
320,u6h8ym5d,58064d91f25c440001678a10,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:50:08.056131+00:00,1,,,161.00,320,,11.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4,4,Male,60,US,undergraduate: 1st year,Other,0,0,1,1,Monthly,Weekly,Stocks,No,Investor decision making,No.,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 150}",1,1,vvlpwazd,,,,,0
