session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
vvlpwazd,378,b85f8qco,1,pretrade,Consent,1681239554,1,0,0
vvlpwazd,360,c60ez4qf,6,trader_wrapper,Trader,1681239554,1,0,0
vvlpwazd,129,ajcry3ze,15,post_experimental,SelfReflection1,1681239554,1,0,0
vvlpwazd,209,j3ceao4h,12,trader_wrapper,Trader,1681239554,4,0,0
vvlpwazd,297,e80b5692,9,trader_wrapper,AnnounceTrader,1681239555,3,0,0
vvlpwazd,216,dwy882wf,13,trader_wrapper,AnnounceTrader,1681239556,5,0,0
vvlpwazd,189,3mxdov9g,12,trader_wrapper,Trader,1681239557,4,0,0
vvlpwazd,140,2joeyoiu,12,trader_wrapper,Trader,1681239558,4,0,0
vvlpwazd,290,1t0auzsd,8,trader_wrapper,Trader,1681239561,2,0,0
vvlpwazd,238,3asr1qbw,12,trader_wrapper,Trader,1681239564,4,0,0
vvlpwazd,130,pvofigno,12,trader_wrapper,Trader,1681239565,4,0,0
vvlpwazd,280,vz43s9da,8,trader_wrapper,Trader,1681239567,2,0,0
vvlpwazd,136,8ls3vc1n,19,post_experimental,FinQuiz,1681239567,1,0,0
vvlpwazd,208,0vid4drt,10,trader_wrapper,Trader,1681239567,3,0,0
vvlpwazd,327,yyd11cri,3,pretrade,CQPage,1681239568,1,0,0
vvlpwazd,175,sv4xh7o7,13,trader_wrapper,AnnounceTrader,1681239569,5,0,0
vvlpwazd,141,vi457sfs,19,post_experimental,FinQuiz,1681239569,1,0,0
vvlpwazd,335,s8q1c9kg,3,pretrade,CQPage,1681239569,1,0,0
vvlpwazd,343,z3kqmg13,6,trader_wrapper,Trader,1681239570,1,0,0
vvlpwazd,143,daz6v3i8,4,pretrade,KnowledgeP,1681239570,1,0,0
vvlpwazd,248,h9zv3wuc,10,trader_wrapper,Trader,1681239570,3,0,0
vvlpwazd,139,dhgqwtr4,21,post_experimental,Results,1681239570,1,0,0
vvlpwazd,180,xgf4lps1,14,trader_wrapper,Trader,1681239571,5,0,0
vvlpwazd,137,nzjiwcxq,20,post_experimental,Q,1681239571,1,0,0
vvlpwazd,371,2xlpjsez,1,pretrade,Consent,1681239571,1,0,0
vvlpwazd,344,0c4c5dnf,4,pretrade,KnowledgeP,1681239572,1,0,0
vvlpwazd,356,rbmxl6pc,2,pretrade,Instructions,1681239572,1,0,0
vvlpwazd,160,71rv8ilv,19,post_experimental,FinQuiz,1681239572,1,0,0
vvlpwazd,166,cwfk8fvm,13,trader_wrapper,AnnounceTrader,1681239572,5,0,0
vvlpwazd,264,txcwkpgm,9,trader_wrapper,AnnounceTrader,1681239573,3,0,0
vvlpwazd,309,hnbwwzf1,7,trader_wrapper,AnnounceTrader,1681239573,2,0,0
vvlpwazd,260,6h7k3xa1,11,trader_wrapper,AnnounceTrader,1681239574,4,0,0
vvlpwazd,186,8i0fmv7v,10,trader_wrapper,Trader,1681239574,3,0,0
vvlpwazd,207,mlgenm7d,13,trader_wrapper,AnnounceTrader,1681239574,5,0,0
vvlpwazd,145,p8qg4sh0,15,post_experimental,SelfReflection1,1681239576,1,0,0
vvlpwazd,146,506vrdqw,13,trader_wrapper,AnnounceTrader,1681239576,5,0,0
vvlpwazd,366,jipp2kjr,2,pretrade,Instructions,1681239578,1,0,0
vvlpwazd,379,eujhuoom,1,pretrade,Consent,1681239579,1,0,0
vvlpwazd,209,j3ceao4h,13,trader_wrapper,AnnounceTrader,1681239580,5,0,0
vvlpwazd,222,eanpqujl,12,trader_wrapper,Trader,1681239581,4,0,0
vvlpwazd,189,3mxdov9g,13,trader_wrapper,AnnounceTrader,1681239582,5,0,0
vvlpwazd,140,2joeyoiu,13,trader_wrapper,AnnounceTrader,1681239584,5,0,0
vvlpwazd,6,r22o457f,12,trader_wrapper,Trader,1681239585,4,0,0
vvlpwazd,158,18a1lzfe,15,post_experimental,SelfReflection1,1681239588,1,0,0
vvlpwazd,211,7pufx88s,12,trader_wrapper,Trader,1681239588,4,0,0
vvlpwazd,360,c60ez4qf,7,trader_wrapper,AnnounceTrader,1681239588,2,0,0
vvlpwazd,238,3asr1qbw,13,trader_wrapper,AnnounceTrader,1681239588,5,0,0
vvlpwazd,99,b2lyx61m,12,trader_wrapper,Trader,1681239589,4,0,0
vvlpwazd,185,rx2w0qlh,10,trader_wrapper,Trader,1681239589,3,0,0
vvlpwazd,156,leh8omnl,14,trader_wrapper,Trader,1681239589,5,0,0
vvlpwazd,130,pvofigno,13,trader_wrapper,AnnounceTrader,1681239590,5,0,0
vvlpwazd,359,e9ibk6uc,4,pretrade,KnowledgeP,1681239591,1,0,0
vvlpwazd,223,2smz8tqf,10,trader_wrapper,Trader,1681239591,3,0,0
vvlpwazd,154,187wj09a,11,trader_wrapper,AnnounceTrader,1681239591,4,0,0
vvlpwazd,290,1t0auzsd,9,trader_wrapper,AnnounceTrader,1681239592,3,0,0
vvlpwazd,208,0vid4drt,11,trader_wrapper,AnnounceTrader,1681239592,4,0,0
vvlpwazd,263,sdncn2e2,8,trader_wrapper,Trader,1681239592,2,0,0
vvlpwazd,183,b10cebxh,15,post_experimental,SelfReflection1,1681239592,1,0,0
vvlpwazd,296,mr0ekbq4,7,trader_wrapper,AnnounceTrader,1681239592,2,0,0
vvlpwazd,317,kw08vi4i,8,trader_wrapper,Trader,1681239592,2,0,0
vvlpwazd,283,2pnr6ur7,10,trader_wrapper,Trader,1681239592,3,0,0
vvlpwazd,340,73ueoixj,4,pretrade,KnowledgeP,1681239593,1,0,0
vvlpwazd,171,yw7p5bb3,14,trader_wrapper,Trader,1681239593,5,0,0
vvlpwazd,306,xdn1kyqc,8,trader_wrapper,Trader,1681239593,2,0,0
vvlpwazd,101,gpkp02zi,20,post_experimental,Q,1681239594,1,0,0
vvlpwazd,176,l2e3kmsd,14,trader_wrapper,Trader,1681239594,5,0,0
vvlpwazd,150,fqtjjqyn,21,post_experimental,Results,1681239594,1,0,0
vvlpwazd,248,h9zv3wuc,11,trader_wrapper,AnnounceTrader,1681239594,4,0,0
vvlpwazd,258,r6kg3u61,10,trader_wrapper,Trader,1681239594,3,0,0
vvlpwazd,280,vz43s9da,9,trader_wrapper,AnnounceTrader,1681239594,3,0,0
vvlpwazd,271,nuxs7w13,8,trader_wrapper,Trader,1681239594,2,0,0
vvlpwazd,139,dhgqwtr4,22,post_experimental,Debriefing,1681239595,1,0,0
vvlpwazd,281,svgqaee8,8,trader_wrapper,Trader,1681239595,2,0,0
vvlpwazd,180,xgf4lps1,15,post_experimental,SelfReflection1,1681239596,1,0,0
vvlpwazd,213,4imzaxsx,8,trader_wrapper,Trader,1681239597,2,0,0
vvlpwazd,232,g49718ku,8,trader_wrapper,Trader,1681239599,2,0,0
vvlpwazd,143,daz6v3i8,5,trader_wrapper,AnnounceTrader,1681239599,1,0,0
vvlpwazd,332,dvi9htah,3,pretrade,CQPage,1681239602,1,0,0
vvlpwazd,186,8i0fmv7v,11,trader_wrapper,AnnounceTrader,1681239606,4,0,0
vvlpwazd,375,x1habtb1,2,pretrade,Instructions,1681239608,1,0,0
vvlpwazd,329,gqkwu7xu,3,pretrade,CQPage,1681239608,1,0,0
vvlpwazd,222,eanpqujl,13,trader_wrapper,AnnounceTrader,1681239609,5,0,0
vvlpwazd,344,0c4c5dnf,5,trader_wrapper,AnnounceTrader,1681239609,1,0,0
vvlpwazd,184,kta67vou,12,trader_wrapper,Trader,1681239610,4,0,0
vvlpwazd,215,fjg5fe4c,10,trader_wrapper,Trader,1681239611,3,0,0
vvlpwazd,254,mzzm1nsj,10,trader_wrapper,Trader,1681239611,3,0,0
vvlpwazd,129,ajcry3ze,16,post_experimental,SelfReflection2,1681239614,1,0,0
vvlpwazd,133,o8ittj09,10,trader_wrapper,Trader,1681239614,3,0,0
vvlpwazd,6,r22o457f,13,trader_wrapper,AnnounceTrader,1681239614,5,0,0
vvlpwazd,327,yyd11cri,4,pretrade,KnowledgeP,1681239614,1,0,0
vvlpwazd,99,b2lyx61m,13,trader_wrapper,AnnounceTrader,1681239616,5,0,0
vvlpwazd,185,rx2w0qlh,11,trader_wrapper,AnnounceTrader,1681239616,4,0,0
vvlpwazd,211,7pufx88s,13,trader_wrapper,AnnounceTrader,1681239616,5,0,0
vvlpwazd,370,q2g7lq56,2,pretrade,Instructions,1681239616,1,0,0
vvlpwazd,145,p8qg4sh0,16,post_experimental,SelfReflection2,1681239616,1,0,0
vvlpwazd,359,e9ibk6uc,5,trader_wrapper,AnnounceTrader,1681239617,1,0,0
vvlpwazd,252,1dqxq2w8,9,trader_wrapper,AnnounceTrader,1681239617,3,0,0
vvlpwazd,283,2pnr6ur7,11,trader_wrapper,AnnounceTrader,1681239617,4,0,0
vvlpwazd,382,qw5zwdfx,1,pretrade,Consent,1681239618,1,0,0
vvlpwazd,183,b10cebxh,16,post_experimental,SelfReflection2,1681239618,1,0,0
vvlpwazd,368,59hpqjgu,2,pretrade,Instructions,1681239618,1,0,0
vvlpwazd,137,nzjiwcxq,21,post_experimental,Results,1681239618,1,0,0
vvlpwazd,340,73ueoixj,5,trader_wrapper,AnnounceTrader,1681239618,1,0,0
vvlpwazd,212,js6w4syh,2,pretrade,Instructions,1681239619,1,0,0
vvlpwazd,286,njurk7ql,3,pretrade,CQPage,1681239619,1,0,0
vvlpwazd,253,opt9bsti,8,trader_wrapper,Trader,1681239620,2,0,0
vvlpwazd,151,qkqk3bpl,14,trader_wrapper,Trader,1681239620,5,0,0
vvlpwazd,163,wa6rf520,19,post_experimental,FinQuiz,1681239620,1,0,0
vvlpwazd,351,xugz05p0,2,pretrade,Instructions,1681239620,1,0,0
vvlpwazd,317,kw08vi4i,9,trader_wrapper,AnnounceTrader,1681239620,3,0,0
vvlpwazd,174,lvpjbl6e,14,trader_wrapper,Trader,1681239620,5,0,0
vvlpwazd,135,vs8vnmgu,12,trader_wrapper,Trader,1681239620,4,0,0
vvlpwazd,258,r6kg3u61,11,trader_wrapper,AnnounceTrader,1681239620,4,0,0
vvlpwazd,306,xdn1kyqc,9,trader_wrapper,AnnounceTrader,1681239620,3,0,0
vvlpwazd,128,mcw9sv4n,20,post_experimental,Q,1681239620,1,0,0
vvlpwazd,323,onhesb9i,3,pretrade,CQPage,1681239621,1,0,0
vvlpwazd,301,bzrzf9px,6,trader_wrapper,Trader,1681239621,1,0,0
vvlpwazd,271,nuxs7w13,9,trader_wrapper,AnnounceTrader,1681239621,3,0,0
vvlpwazd,226,e8zmi4dp,3,pretrade,CQPage,1681239622,1,0,0
vvlpwazd,191,ewy1ous0,14,trader_wrapper,Trader,1681239622,5,0,0
vvlpwazd,274,wkpos09w,10,trader_wrapper,Trader,1681239623,3,0,0
vvlpwazd,213,4imzaxsx,9,trader_wrapper,AnnounceTrader,1681239623,3,0,0
vvlpwazd,335,s8q1c9kg,4,pretrade,KnowledgeP,1681239623,1,0,0
vvlpwazd,116,2zqhig9u,17,post_experimental,SelfReflection3,1681239624,1,0,0
vvlpwazd,176,l2e3kmsd,15,post_experimental,SelfReflection1,1681239624,1,0,0
vvlpwazd,180,xgf4lps1,16,post_experimental,SelfReflection2,1681239625,1,0,0
vvlpwazd,162,y53tq7rf,12,trader_wrapper,Trader,1681239625,4,0,0
vvlpwazd,232,g49718ku,9,trader_wrapper,AnnounceTrader,1681239626,3,0,0
vvlpwazd,171,yw7p5bb3,15,post_experimental,SelfReflection1,1681239627,1,0,0
vvlpwazd,194,w9blgaah,14,trader_wrapper,Trader,1681239627,5,0,0
vvlpwazd,281,svgqaee8,9,trader_wrapper,AnnounceTrader,1681239628,3,0,0
vvlpwazd,123,tna30wqj,14,trader_wrapper,Trader,1681239632,5,0,0
vvlpwazd,172,ib2n69j9,10,trader_wrapper,Trader,1681239633,3,0,0
vvlpwazd,150,fqtjjqyn,22,post_experimental,Debriefing,1681239634,1,0,0
vvlpwazd,383,464dch7u,1,pretrade,Consent,1681239635,1,0,0
vvlpwazd,106,sgv83ass,20,post_experimental,Q,1681239635,1,0,0
vvlpwazd,153,jrhq69d8,13,trader_wrapper,AnnounceTrader,1681239636,5,0,0
vvlpwazd,156,leh8omnl,15,post_experimental,SelfReflection1,1681239636,1,0,0
vvlpwazd,184,kta67vou,13,trader_wrapper,AnnounceTrader,1681239637,5,0,0
vvlpwazd,149,w3b5pjv3,18,post_experimental,SelfReflection4,1681239639,1,0,0
vvlpwazd,343,z3kqmg13,7,trader_wrapper,AnnounceTrader,1681239639,2,0,0
vvlpwazd,215,fjg5fe4c,11,trader_wrapper,AnnounceTrader,1681239640,4,0,0
vvlpwazd,254,mzzm1nsj,11,trader_wrapper,AnnounceTrader,1681239642,4,0,0
vvlpwazd,307,97ckhs3m,8,trader_wrapper,Trader,1681239644,2,0,0
vvlpwazd,372,ma4qagb4,2,pretrade,Instructions,1681239645,1,0,0
vvlpwazd,259,mlcnp33l,10,trader_wrapper,Trader,1681239645,3,0,0
vvlpwazd,129,ajcry3ze,17,post_experimental,SelfReflection3,1681239647,1,0,0
vvlpwazd,327,yyd11cri,5,trader_wrapper,AnnounceTrader,1681239647,1,0,0
vvlpwazd,101,gpkp02zi,21,post_experimental,Results,1681239649,1,0,0
vvlpwazd,137,nzjiwcxq,22,post_experimental,Debriefing,1681239649,1,0,0
vvlpwazd,135,vs8vnmgu,13,trader_wrapper,AnnounceTrader,1681239650,5,0,0
vvlpwazd,221,igv8tzgg,12,trader_wrapper,Trader,1681239650,4,0,0
vvlpwazd,332,dvi9htah,4,pretrade,KnowledgeP,1681239650,1,0,0
vvlpwazd,253,opt9bsti,9,trader_wrapper,AnnounceTrader,1681239650,3,0,0
vvlpwazd,295,fid1g02d,8,trader_wrapper,Trader,1681239650,2,0,0
vvlpwazd,133,o8ittj09,11,trader_wrapper,AnnounceTrader,1681239650,4,0,0
vvlpwazd,326,kaoovgtv,8,trader_wrapper,Trader,1681239651,2,0,0
vvlpwazd,158,18a1lzfe,16,post_experimental,SelfReflection2,1681239651,1,0,0
vvlpwazd,274,wkpos09w,11,trader_wrapper,AnnounceTrader,1681239651,4,0,0
vvlpwazd,301,bzrzf9px,7,trader_wrapper,AnnounceTrader,1681239652,2,0,0
vvlpwazd,200,2npv9a7l,12,trader_wrapper,Trader,1681239653,4,0,0
vvlpwazd,195,g97n14au,12,trader_wrapper,Trader,1681239654,4,0,0
vvlpwazd,331,jfj3s4tx,8,trader_wrapper,Trader,1681239654,2,0,0
vvlpwazd,387,wtyh5xne,1,pretrade,Consent,1681239654,1,0,0
vvlpwazd,151,qkqk3bpl,15,post_experimental,SelfReflection1,1681239655,1,0,0
vvlpwazd,329,gqkwu7xu,4,pretrade,KnowledgeP,1681239660,1,0,0
vvlpwazd,183,b10cebxh,17,post_experimental,SelfReflection3,1681239663,1,0,0
vvlpwazd,176,l2e3kmsd,16,post_experimental,SelfReflection2,1681239664,1,0,0
vvlpwazd,389,tbb9zwn0,1,pretrade,Consent,1681239664,1,0,0
vvlpwazd,115,2ojue9om,21,post_experimental,Results,1681239665,1,0,0
vvlpwazd,162,y53tq7rf,13,trader_wrapper,AnnounceTrader,1681239665,5,0,0
vvlpwazd,172,ib2n69j9,11,trader_wrapper,AnnounceTrader,1681239666,4,0,0
vvlpwazd,128,mcw9sv4n,21,post_experimental,Results,1681239666,1,0,0
vvlpwazd,255,vfl8bhqg,8,trader_wrapper,Trader,1681239666,2,0,0
vvlpwazd,353,ibxsixk7,3,pretrade,CQPage,1681239666,1,0,0
vvlpwazd,145,p8qg4sh0,17,post_experimental,SelfReflection3,1681239669,1,0,0
vvlpwazd,180,xgf4lps1,17,post_experimental,SelfReflection3,1681239669,1,0,0
vvlpwazd,194,w9blgaah,15,post_experimental,SelfReflection1,1681239670,1,0,0
vvlpwazd,386,o7g95eio,1,pretrade,Consent,1681239672,1,0,0
vvlpwazd,345,ydd4cgy4,3,pretrade,CQPage,1681239673,1,0,0
vvlpwazd,152,mpmkasf6,20,post_experimental,Q,1681239673,1,0,0
vvlpwazd,282,2o3t9jh3,8,trader_wrapper,Trader,1681239673,2,0,0
vvlpwazd,382,qw5zwdfx,2,pretrade,Instructions,1681239673,1,0,0
vvlpwazd,156,leh8omnl,16,post_experimental,SelfReflection2,1681239673,1,0,0
vvlpwazd,275,7lpcr8ly,10,trader_wrapper,Trader,1681239674,3,0,0
vvlpwazd,388,gnmxn8ju,1,pretrade,Consent,1681239674,1,0,0
vvlpwazd,289,xa7cgrbx,8,trader_wrapper,Trader,1681239675,2,0,0
vvlpwazd,191,ewy1ous0,15,post_experimental,SelfReflection1,1681239677,1,0,0
vvlpwazd,287,bbaommrg,10,trader_wrapper,Trader,1681239696,3,0,0
vvlpwazd,224,9nvkw16z,12,trader_wrapper,Trader,1681239697,4,0,0
vvlpwazd,160,71rv8ilv,20,post_experimental,Q,1681239678,1,0,0
vvlpwazd,117,0ie8fi28,14,trader_wrapper,Trader,1681239678,5,0,0
vvlpwazd,181,4nqxavdq,12,trader_wrapper,Trader,1681239678,4,0,0
vvlpwazd,116,2zqhig9u,18,post_experimental,SelfReflection4,1681239679,1,0,0
vvlpwazd,136,8ls3vc1n,20,post_experimental,Q,1681239680,1,0,0
vvlpwazd,384,ieah2wr6,1,pretrade,Consent,1681239680,1,0,0
vvlpwazd,279,f4d3twco,10,trader_wrapper,Trader,1681239682,3,0,0
vvlpwazd,168,pl0yvc4r,14,trader_wrapper,Trader,1681239682,5,0,0
vvlpwazd,323,onhesb9i,4,pretrade,KnowledgeP,1681239683,1,0,0
vvlpwazd,106,sgv83ass,21,post_experimental,Results,1681239683,1,0,0
vvlpwazd,220,q0tpevrm,12,trader_wrapper,Trader,1681239683,4,0,0
vvlpwazd,295,fid1g02d,9,trader_wrapper,AnnounceTrader,1681239683,3,0,0
vvlpwazd,357,62qbagdo,3,pretrade,CQPage,1681239684,1,0,0
vvlpwazd,101,gpkp02zi,22,post_experimental,Debriefing,1681239684,1,0,0
vvlpwazd,268,17d9yb0w,4,pretrade,KnowledgeP,1681239687,1,0,0
vvlpwazd,200,2npv9a7l,13,trader_wrapper,AnnounceTrader,1681239689,5,0,0
vvlpwazd,331,jfj3s4tx,9,trader_wrapper,AnnounceTrader,1681239689,3,0,0
vvlpwazd,381,f3av9gsf,1,pretrade,Consent,1681239690,1,0,0
vvlpwazd,195,g97n14au,13,trader_wrapper,AnnounceTrader,1681239691,5,0,0
vvlpwazd,86,afan4w14,12,trader_wrapper,Trader,1681239691,4,0,0
vvlpwazd,243,zo4qx2nu,12,trader_wrapper,Trader,1681239692,4,0,0
vvlpwazd,262,966gue3r,8,trader_wrapper,Trader,1681239692,2,0,0
vvlpwazd,326,kaoovgtv,9,trader_wrapper,AnnounceTrader,1681239693,3,0,0
vvlpwazd,158,18a1lzfe,17,post_experimental,SelfReflection3,1681239696,1,0,0
vvlpwazd,123,tna30wqj,15,post_experimental,SelfReflection1,1681239700,1,0,0
vvlpwazd,131,dspns9qg,14,trader_wrapper,Trader,1681239701,5,0,0
vvlpwazd,329,gqkwu7xu,5,trader_wrapper,AnnounceTrader,1681239701,1,0,0
vvlpwazd,286,njurk7ql,4,pretrade,KnowledgeP,1681239703,1,0,0
vvlpwazd,138,89p3spwv,14,trader_wrapper,Trader,1681239705,5,0,0
vvlpwazd,336,ivk8dt83,3,pretrade,CQPage,1681239706,1,0,0
vvlpwazd,148,hb61suo7,12,trader_wrapper,Trader,1681239706,4,0,0
vvlpwazd,255,vfl8bhqg,9,trader_wrapper,AnnounceTrader,1681239706,3,0,0
vvlpwazd,176,l2e3kmsd,17,post_experimental,SelfReflection3,1681239707,1,0,0
vvlpwazd,367,6zgbnv8w,2,pretrade,Instructions,1681239707,1,0,0
vvlpwazd,121,uwjwviq1,19,post_experimental,FinQuiz,1681239707,1,0,0
vvlpwazd,190,my164i2o,14,trader_wrapper,Trader,1681239708,5,0,0
vvlpwazd,126,6o86nct7,14,trader_wrapper,Trader,1681239709,5,0,0
vvlpwazd,366,jipp2kjr,3,pretrade,CQPage,1681239709,1,0,0
vvlpwazd,387,wtyh5xne,2,pretrade,Instructions,1681239710,1,0,0
vvlpwazd,282,2o3t9jh3,9,trader_wrapper,AnnounceTrader,1681239710,3,0,0
vvlpwazd,275,7lpcr8ly,11,trader_wrapper,AnnounceTrader,1681239711,4,0,0
vvlpwazd,187,t9mxdtqf,12,trader_wrapper,Trader,1681239711,4,0,0
vvlpwazd,174,lvpjbl6e,15,post_experimental,SelfReflection1,1681239711,1,0,0
vvlpwazd,289,xa7cgrbx,9,trader_wrapper,AnnounceTrader,1681239712,3,0,0
vvlpwazd,266,7n8hmj4n,8,trader_wrapper,Trader,1681239712,2,0,0
vvlpwazd,223,2smz8tqf,11,trader_wrapper,AnnounceTrader,1681239715,4,0,0
vvlpwazd,391,kgj7rfe1,1,pretrade,Consent,1681239716,1,0,0
vvlpwazd,163,wa6rf520,20,post_experimental,Q,1681239719,1,0,0
vvlpwazd,158,18a1lzfe,18,post_experimental,SelfReflection4,1681239720,1,0,0
vvlpwazd,287,bbaommrg,11,trader_wrapper,AnnounceTrader,1681239720,4,0,0
vvlpwazd,323,onhesb9i,5,trader_wrapper,AnnounceTrader,1681239722,1,0,0
vvlpwazd,129,ajcry3ze,18,post_experimental,SelfReflection4,1681239697,1,0,0
vvlpwazd,390,s5bw6e96,1,pretrade,Consent,1681239698,1,0,0
vvlpwazd,177,00f41hif,10,trader_wrapper,Trader,1681239700,3,0,0
vvlpwazd,177,00f41hif,11,trader_wrapper,AnnounceTrader,1681239702,4,0,0
vvlpwazd,279,f4d3twco,11,trader_wrapper,AnnounceTrader,1681239704,4,0,0
vvlpwazd,396,a53oq8m2,1,pretrade,Consent,1681239704,1,0,0
vvlpwazd,181,4nqxavdq,13,trader_wrapper,AnnounceTrader,1681239704,5,0,0
vvlpwazd,156,leh8omnl,17,post_experimental,SelfReflection3,1681239706,1,0,0
vvlpwazd,236,nniwfrwq,11,trader_wrapper,AnnounceTrader,1681239707,4,0,0
vvlpwazd,249,5kpxchrr,10,trader_wrapper,Trader,1681239709,3,0,0
vvlpwazd,106,sgv83ass,22,post_experimental,Debriefing,1681239709,1,0,0
vvlpwazd,152,mpmkasf6,21,post_experimental,Results,1681239713,1,0,0
vvlpwazd,138,89p3spwv,15,post_experimental,SelfReflection1,1681239714,1,0,0
vvlpwazd,203,mu88d9m7,10,trader_wrapper,Trader,1681239715,3,0,0
vvlpwazd,194,w9blgaah,17,post_experimental,SelfReflection3,1681239715,1,0,0
vvlpwazd,358,won7l0n8,3,pretrade,CQPage,1681239718,1,0,0
vvlpwazd,249,5kpxchrr,11,trader_wrapper,AnnounceTrader,1681239722,4,0,0
vvlpwazd,244,wkqooepx,12,trader_wrapper,Trader,1681239722,4,0,0
vvlpwazd,136,8ls3vc1n,21,post_experimental,Results,1681239726,1,0,0
vvlpwazd,349,urqyrd34,2,pretrade,Instructions,1681239727,1,0,0
vvlpwazd,226,e8zmi4dp,4,pretrade,KnowledgeP,1681239728,1,0,0
vvlpwazd,136,8ls3vc1n,22,post_experimental,Debriefing,1681239729,1,0,0
vvlpwazd,366,jipp2kjr,4,pretrade,KnowledgeP,1681239733,1,0,0
vvlpwazd,366,jipp2kjr,5,trader_wrapper,AnnounceTrader,1681239734,1,0,0
vvlpwazd,27,jjty32g1,12,trader_wrapper,Trader,1681239736,4,0,0
vvlpwazd,377,4qmk16b8,2,pretrade,Instructions,1681239736,1,0,0
vvlpwazd,268,17d9yb0w,5,trader_wrapper,AnnounceTrader,1681239738,1,0,0
vvlpwazd,400,cp7hdj6v,1,pretrade,Consent,1681239739,1,0,0
vvlpwazd,358,won7l0n8,5,trader_wrapper,AnnounceTrader,1681239739,1,0,0
vvlpwazd,138,89p3spwv,16,post_experimental,SelfReflection2,1681239740,1,0,0
vvlpwazd,126,6o86nct7,15,post_experimental,SelfReflection1,1681239742,1,0,0
vvlpwazd,198,2jyv1clr,15,post_experimental,SelfReflection1,1681239746,1,0,0
vvlpwazd,369,buk1lwu4,2,pretrade,Instructions,1681239746,1,0,0
vvlpwazd,345,ydd4cgy4,5,trader_wrapper,AnnounceTrader,1681239747,1,0,0
vvlpwazd,226,e8zmi4dp,5,trader_wrapper,AnnounceTrader,1681239752,1,0,0
vvlpwazd,123,tna30wqj,18,post_experimental,SelfReflection4,1681239752,1,0,0
vvlpwazd,227,yls08jh6,12,trader_wrapper,Trader,1681239753,4,0,0
vvlpwazd,191,ewy1ous0,16,post_experimental,SelfReflection2,1681239753,1,0,0
vvlpwazd,394,yy424w14,1,pretrade,Consent,1681239754,1,0,0
vvlpwazd,242,6qbm3skf,10,trader_wrapper,Trader,1681239757,3,0,0
vvlpwazd,138,89p3spwv,17,post_experimental,SelfReflection3,1681239758,1,0,0
vvlpwazd,191,ewy1ous0,17,post_experimental,SelfReflection3,1681239759,1,0,0
vvlpwazd,339,o3g86c4q,3,pretrade,CQPage,1681239764,1,0,0
vvlpwazd,138,89p3spwv,18,post_experimental,SelfReflection4,1681239765,1,0,0
vvlpwazd,173,rplzl9r8,9,trader_wrapper,AnnounceTrader,1681239765,3,0,0
vvlpwazd,261,hmpejwti,10,trader_wrapper,Trader,1681239766,3,0,0
vvlpwazd,198,2jyv1clr,16,post_experimental,SelfReflection2,1681239767,1,0,0
vvlpwazd,320,u6h8ym5d,8,trader_wrapper,Trader,1681239767,2,0,0
vvlpwazd,363,lk5hrizo,3,pretrade,CQPage,1681239768,1,0,0
vvlpwazd,335,s8q1c9kg,6,trader_wrapper,Trader,1681239770,1,0,0
vvlpwazd,336,ivk8dt83,5,trader_wrapper,AnnounceTrader,1681239771,1,0,0
vvlpwazd,180,xgf4lps1,18,post_experimental,SelfReflection4,1681239696,1,0,0
vvlpwazd,171,yw7p5bb3,16,post_experimental,SelfReflection2,1681239698,1,0,0
vvlpwazd,335,s8q1c9kg,5,trader_wrapper,AnnounceTrader,1681239700,1,0,0
vvlpwazd,194,w9blgaah,16,post_experimental,SelfReflection2,1681239703,1,0,0
vvlpwazd,231,cxg1kriq,12,trader_wrapper,Trader,1681239705,4,0,0
vvlpwazd,376,b9pmn40c,2,pretrade,Instructions,1681239707,1,0,0
vvlpwazd,231,cxg1kriq,13,trader_wrapper,AnnounceTrader,1681239707,5,0,0
vvlpwazd,123,tna30wqj,16,post_experimental,SelfReflection2,1681239709,1,0,0
vvlpwazd,355,bbxs02f3,3,pretrade,CQPage,1681239711,1,0,0
vvlpwazd,198,2jyv1clr,14,trader_wrapper,Trader,1681239715,5,0,0
vvlpwazd,117,0ie8fi28,15,post_experimental,SelfReflection1,1681239716,1,0,0
vvlpwazd,173,rplzl9r8,8,trader_wrapper,Trader,1681239717,2,0,0
vvlpwazd,128,mcw9sv4n,22,post_experimental,Debriefing,1681239719,1,0,0
vvlpwazd,160,71rv8ilv,21,post_experimental,Results,1681239721,1,0,0
vvlpwazd,203,mu88d9m7,11,trader_wrapper,AnnounceTrader,1681239722,4,0,0
vvlpwazd,348,efmlqijg,2,pretrade,Instructions,1681239726,1,0,0
vvlpwazd,370,q2g7lq56,3,pretrade,CQPage,1681239726,1,0,0
vvlpwazd,345,ydd4cgy4,4,pretrade,KnowledgeP,1681239727,1,0,0
vvlpwazd,357,62qbagdo,4,pretrade,KnowledgeP,1681239728,1,0,0
vvlpwazd,160,71rv8ilv,22,post_experimental,Debriefing,1681239728,1,0,0
vvlpwazd,115,2ojue9om,22,post_experimental,Debriefing,1681239728,1,0,0
vvlpwazd,266,7n8hmj4n,9,trader_wrapper,AnnounceTrader,1681239732,3,0,0
vvlpwazd,358,won7l0n8,4,pretrade,KnowledgeP,1681239735,1,0,0
vvlpwazd,355,bbxs02f3,4,pretrade,KnowledgeP,1681239735,1,0,0
