participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.treatment,player.martingale,player.consent,player.knowledge,player.cq1,player.cq2,player.cq4,player.cq5,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
201,6pprarqd,6150b927614a4f154f311f9d,0,8,23,trader_wrapper,Trader,2023-04-11 18:34:27.464816+00:00,1,,,0.00,201,,0.00,s2,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
202,5341e1og,6150ad2e7810ffa81684d2cb,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:34:28.986337+00:00,1,,,126.00,202,,0.00,s2,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
203,mu88d9m7,60f989f2b726f86c3d24e13e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:34:32.643533+00:00,1,,,192.00,203,,0.00,s3,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
204,y8w2mo94,6117efedb574017076d5b499,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:34:36.657025+00:00,1,,,187.00,204,,0.00,s4,1,1,9,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
205,y9f5mjgx,5a8ee1a5ae9a0b0001aa4776,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:34:48.864532+00:00,1,,,199.00,205,,0.00,s1,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
206,satwmjwx,60e609da2d6d4ebe291bcbaf,0,3,23,pretrade,CQPage,2023-04-11 18:35:05.552464+00:00,1,,,0.00,206,,0.00,s1,0,1,,,,,,1,1,vvlpwazd,,,,,0
207,mlgenm7d,5a02083e087f2e0001eadbdb,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:35:15.915717+00:00,1,,,147.00,207,,0.00,s2,0,1,4,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
208,0vid4drt,5c4eba38889752000156e096,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:35:23.300202+00:00,1,,,150.00,208,,0.00,s2,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
209,j3ceao4h,634656bd2603b4db42ae94e1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:35:52.404289+00:00,1,,,158.00,209,,0.00,s3,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
210,p6sjpcbh,5e667f3bc3f30a4050fc8f2f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:36:05.920751+00:00,1,,,154.00,210,,0.00,s4,1,1,1,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
211,7pufx88s,57a9f41a16a091000112f1cf,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:36:12.468163+00:00,1,,,200.00,211,,0.00,s1,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
212,js6w4syh,5c8f224c9d2bff0001867ce2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:36:15.487076+00:00,1,,,158.00,212,,0.00,s1,0,1,10,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
213,4imzaxsx,5acbd1ecf69e940001d9cd4d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:36:18.647470+00:00,1,,,196.00,213,,0.00,s2,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
214,xx1whzeu,640cf05d003b6d02e76ce69a,0,3,23,pretrade,CQPage,2023-04-11 18:36:19.125080+00:00,1,,,0.00,214,,0.00,s2,0,1,,,"You can purchase it, but any negative cash balance is subtracted from your final earnings",,,1,1,vvlpwazd,,,,,0
215,fjg5fe4c,5f3ac1732efa0a74f975b1a8,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:36:25.751722+00:00,1,,,185.00,215,,0.00,s3,0,1,4,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
216,dwy882wf,61099a5c04f32c99f34ce2a8,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:10.493064+00:00,1,,,312.00,216,,0.00,s4,1,1,3,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
217,docc0g7o,60e269b58d238fbba93aed38,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:13.817884+00:00,1,,,210.00,217,,0.00,s1,0,1,2,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
218,zv3e3yn9,63d40e1748df54e627f3022b,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:16.841725+00:00,1,,,200.00,218,,0.00,s1,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
219,at5wiksf,5f99ba5121189e05a9490a72,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:26.056165+00:00,1,,,145.00,219,,0.00,s2,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
220,q0tpevrm,63d15f735cecfd9bb3c118e1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:37:45.353016+00:00,1,,,194.00,220,,0.00,s2,0,1,2,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
221,igv8tzgg,641a457e2f7e0b4578c923c2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:00.453191+00:00,1,,,203.00,221,,0.00,s3,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
222,eanpqujl,5589a309fdf99b7ae5007c33,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:03.809900+00:00,1,,,180.00,222,,0.00,s4,1,1,6,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
223,2smz8tqf,5e6734d8c93b304c33653171,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:10.533716+00:00,1,,,240.00,223,,0.00,s1,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
224,9nvkw16z,5d4c899338e4c5001771e16f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:12.738292+00:00,1,,,240.00,224,,0.00,s1,0,1,1,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
225,8vlcklr1,5e84f59e965b290c42fad433,0,2,23,pretrade,Instructions,2023-04-11 18:38:16.771368+00:00,1,,,0.00,225,,0.00,s2,0,1,,,,,,1,1,vvlpwazd,,,,,0
226,e8zmi4dp,59c843b646f72100019067ce,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:34.197111+00:00,1,,,179.00,226,,0.00,s2,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
227,yls08jh6,6413599c09e145dd93c7aeac,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:37.819567+00:00,1,,,231.00,227,,0.00,s3,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
228,yuvqeqzz,629e5d789a6c92c8fbf8df95,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:43.530180+00:00,1,,,165.00,228,,0.00,s4,1,1,7,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
229,sl35abcq,633c2576bb250e8f0da2be0a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:48.598878+00:00,1,,,201.00,229,,0.00,s1,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
230,619i7s6k,5eb070eb793af1113c01e244,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:49.591119+00:00,1,,,130.00,230,,0.00,s1,0,1,9,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
231,cxg1kriq,63978402e524eebeace93868,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:50.033396+00:00,1,,,240.00,231,,0.00,s2,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
232,g49718ku,61105071fe05cd89830dcc43,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:52.081163+00:00,1,,,181.00,232,,0.00,s2,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
233,rq982ont,616604bed27acb2f4e2841a9,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:38:56.332759+00:00,1,,,210.00,233,,0.00,s3,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
234,ovkncmt8,5d863f244d401800016ece02,0,2,23,pretrade,Instructions,2023-04-11 18:39:00.229156+00:00,1,,,0.00,234,,0.00,s4,1,1,,,,,,1,1,vvlpwazd,,,,,0
235,pck8onjv,6365ab4612aba0a9bf749af1,0,3,23,pretrade,CQPage,2023-04-11 18:39:06.638418+00:00,1,,,0.00,235,,0.00,s1,0,1,,,,,,1,1,vvlpwazd,,,,,0
236,nniwfrwq,63f52af01929360880074598,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:10.800714+00:00,1,,,181.00,236,,0.00,s1,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
237,uape7n26,5bf53836ec7b5f000159f4b3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:12.581624+00:00,1,,,204.00,237,,0.00,s2,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
238,3asr1qbw,60aa6d8db045e2b649a4a08c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:13.029445+00:00,1,,,178.00,238,,0.00,s2,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
239,eofc6f3p,55a55bd7fdf99b790558627c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:16.487977+00:00,1,,,253.00,239,,0.00,s3,0,1,4,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
240,m1vgyjqv,570521cfde5095001018a0c8,0,20,23,post_experimental,Q,2023-04-11 18:39:34.224595+00:00,1,,,212.00,240,,0.00,s4,1,1,9,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
241,0aqvrav8,5d79156e0c89aa0001026dc8,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:36.779273+00:00,1,,,210.00,241,,0.00,s1,0,1,1,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
242,6qbm3skf,58cbd0a55d42920001414dd3,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:53.078829+00:00,1,,,210.00,242,,0.00,s1,0,1,2,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
243,zo4qx2nu,562e4469733ea00005163785,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:39:53.274199+00:00,1,,,222.00,243,,0.00,s2,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
244,wkqooepx,5dd3eaabfef7c23d3f95d252,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:05.321005+00:00,1,,,212.00,244,,0.00,s2,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
245,6y7smqma,612bb0cdecc9e45781bbf511,0,8,23,trader_wrapper,Trader,2023-04-11 18:40:13.687956+00:00,1,,,0.00,245,,0.00,s3,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
246,n7o95gyd,642ead184d7533ccfd57d888,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:17.480907+00:00,1,,,110.00,246,,0.00,s4,1,1,9,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
247,sz92gqom,60402fec7ef10821fb6ac967,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:22.883610+00:00,1,,,211.00,247,,0.00,s1,0,1,2,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
248,h9zv3wuc,6234b2b5e6b80ea7060d458a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:24.316220+00:00,1,,,167.00,248,,0.00,s1,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
249,5kpxchrr,628f572a2d1304a34b9e1a37,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:27.182468+00:00,1,,,181.00,249,,0.00,s2,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
250,78txyag0,5737620867421f000d181393,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:42.025606+00:00,1,,,216.00,250,,0.00,s2,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
251,9286d5oo,5df0932af9a01d0dabd9313d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:40:42.966169+00:00,1,,,148.00,251,,0.00,s3,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
252,1dqxq2w8,614e049f538645ead4ff4d49,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:41:01.183128+00:00,1,,,235.00,252,,0.00,s4,1,1,2,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
253,opt9bsti,60528f0a86ecd7828ccd7492,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:41:26.494627+00:00,1,,,185.00,253,,0.00,s1,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
254,mzzm1nsj,5e1efdb3a8c111230db526ff,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:41:27.248144+00:00,1,,,183.00,254,,0.00,s1,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
255,vfl8bhqg,63de5e4eddb36904dec1d846,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:16.712140+00:00,1,,,189.00,255,,0.00,s2,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
256,rcbxbo69,5c330cefca23620001b262b1,0,2,23,pretrade,Instructions,2023-04-11 18:42:20.070885+00:00,1,,,0.00,256,,0.00,s2,0,1,,,,,,1,1,vvlpwazd,,,,,0
257,gkrqft9g,5dcb685070d51c8275d7bd54,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:23.677999+00:00,1,,,210.00,257,,0.00,s3,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
258,r6kg3u61,60fdf439667428ddf589f80f,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:24.787690+00:00,1,,,132.00,258,,0.00,s4,1,1,2,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
259,mlcnp33l,5bda12b600c1c4000155cb87,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:30.162928+00:00,1,,,252.00,259,,0.00,s1,0,1,8,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
260,6h7k3xa1,5ec44da606cb7931f04a35e9,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:36.265052+00:00,1,,,257.00,260,,0.00,s1,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
261,hmpejwti,5eb313d87a289b0f847a7752,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:38.406483+00:00,1,,,227.00,261,,0.00,s2,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
262,966gue3r,5bde6c564842880001308324,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:43.291581+00:00,1,,,191.00,262,,0.00,s2,0,1,1,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
263,sdncn2e2,60838e2e91a6300001f9ac89,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:42:52.428258+00:00,1,,,166.00,263,,0.00,s3,0,1,7,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
264,txcwkpgm,5d4fc7b44ec90b0017218453,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:00.132215+00:00,1,,,210.00,264,,0.00,s4,1,1,1,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
265,7mbg2n0k,5b133bba30d562000155dc2e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:09.115204+00:00,1,,,232.00,265,,0.00,s1,0,1,6,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
266,7n8hmj4n,62d18aff4b053b24c0433255,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:25.592750+00:00,1,,,212.00,266,,0.00,s1,0,1,1,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
267,leeyd8oi,639df1ccd6819819ebb85722,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:36.614286+00:00,1,,,141.00,267,,0.00,s2,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
268,17d9yb0w,60ac66a8e1bf5a1c51fa864c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:47.135165+00:00,1,,,163.00,268,,0.00,s2,0,1,5,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
269,d6x0sl31,5ea72b8aedd4c90da065607c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:49.301940+00:00,1,,,187.00,269,,0.00,s3,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
270,ggxfhz41,602bff07a6fada440d3c4f6b,0,3,23,pretrade,CQPage,2023-04-11 18:43:50.649070+00:00,1,,,0.00,270,,0.00,s4,1,1,,,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
271,nuxs7w13,5f565c9592080106c6b4d467,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:59.576613+00:00,1,,,96.00,271,,0.00,s1,0,1,3,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
272,6p7fgysp,5d8e64ab4e055600157a3d90,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:01.890484+00:00,1,,,238.00,272,,0.00,s1,0,1,1,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
