filename,variable_name,description
panel_trades.csv,accuracy_pred_zero, Participant's average normalized accuracy of first-tick predictions.
panel_trades.csv,player.knowledge,Self-reported assessment of the player's knowledge in trading
panel_trades.csv,overconfidence,"the difference between a participant's self-rated knowledge and their actual payoff, both normalized to a scale from 0 to 1"
panel_trades.csv,PGR,The ratio of a participant's realized gains to their total recognized and unrealized gains within a round.
panel_trades.csv,PLR, The ratio of a participant's realized losses to their total recognized and unrealized losses within a round.
panel_trades.csv,PGR_alerts, The ratio of realized gains to the total of realized and paper gains during ticks where a green or red alert was triggered
panel_trades.csv,PLR_alerts, The ratio of realized losses to the total of realized and paper losses during ticks where a green or red alert was triggered
panel_trades.csv,prediction,"A participant's assessment of the likelihood of the stock price increasing, provided both before trading begins and midway through the trading day, in response to the question ""How likely is the stock to go up next?"""
panel_trades.csv,prediction_accuracy,Normalized measure of how closely a participant's prediction aligns with the perceived probability.
panel_trades.csv,prediction_confidence,Normalized value representing a participant's self-reported confidence in their prediction.
panel_trades.csv,player.sr_prefs,"If you could trade again, would you rather trade on a platform with Design #1 or Design #2?"
panel_trades.csv,player.sr_better_decs,"If you could trade again, would you expect to make better decisions when the market looks as in Design #1 or #2?"
panel_trades.csv,player.sr_better_have_option,"If you could trade again, would you prefer to be given an option between Design #1 and Design #2, or only trade on Design #1"
panel_trades.csv,player.sr_notifications,Please rate the following trading app features on a scale from 1 (strongly dislike) to 5 (strongly like): Price notifications
panel_trades.csv,player.sr_badges,Please rate the following trading app features on a scale from 1 (strongly dislike) to 5 (strongly like): Achievement badges
panel_trades.csv,player.sr_confetti,Please rate the following trading app features on a scale from 1 (strongly dislike) to 5 (strongly like): Achievement messages and confetti
